id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
59653,City Hotel,1,105,2016,October,45,30,2,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85.05,0,0,Canceled,17-07-2016
59654,City Hotel,1,102,2016,October,45,30,2,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79.65,0,0,Canceled,09-08-2016
59655,City Hotel,1,158,2016,October,45,30,2,2,0,2,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,83.5,0,2,Canceled,05-09-2016
59656,City Hotel,1,72,2016,October,45,30,2,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79.65,0,0,Canceled,14-09-2016
59657,City Hotel,1,82,2016,October,45,30,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,90.45,0,2,Canceled,23-10-2016
59658,City Hotel,1,159,2016,October,45,30,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient,83.5,0,2,Canceled,04-09-2016
59659,City Hotel,1,244,2016,October,45,30,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85.85,0,0,Canceled,01-03-2016
59660,City Hotel,1,244,2016,October,45,30,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85.85,0,0,Canceled,01-03-2016
59661,City Hotel,1,12,2016,October,45,30,2,3,2,0,0,SC,IRN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,1,Canceled,24-10-2016
59662,City Hotel,1,151,2016,October,45,30,2,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,122.76,0,0,Canceled,02-06-2016
59663,City Hotel,1,243,2016,October,45,30,2,3,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,116.45,0,2,Canceled,16-10-2016
59664,City Hotel,1,244,2016,October,45,30,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85.85,0,0,Canceled,01-03-2016
59665,City Hotel,1,50,2016,October,45,30,2,3,2,0,0,HB,HUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,162.4,0,1,Canceled,15-09-2016
59666,City Hotel,1,23,2016,October,45,30,2,3,2,0,0,SC,IRN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,99,0,1,Canceled,24-10-2016
59667,City Hotel,1,230,2016,October,45,30,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,98.6,0,1,Canceled,10-09-2016
59668,City Hotel,1,49,2016,October,45,30,2,3,2,0,0,BB,HUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,124.4,0,1,Canceled,02-10-2016
59669,City Hotel,1,244,2016,October,45,30,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85.85,0,0,Canceled,01-03-2016
59670,City Hotel,1,244,2016,October,45,30,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85.85,0,0,Canceled,01-03-2016
59671,City Hotel,1,54,2016,October,45,30,2,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,111,0,1,Canceled,16-10-2016
59672,City Hotel,1,54,2016,October,45,30,2,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,111,0,1,Canceled,16-10-2016
59673,City Hotel,1,175,2016,October,45,30,2,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.9,0,2,Canceled,26-10-2016
59674,City Hotel,1,23,2016,October,45,30,2,5,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,89.64,0,1,Canceled,25-10-2016
59675,City Hotel,1,197,2016,October,45,31,1,0,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,96.3,0,3,Canceled,26-09-2016
59676,City Hotel,1,73,2016,October,45,31,1,1,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,112.05,0,1,Canceled,18-10-2016
59677,City Hotel,1,94,2016,October,45,31,1,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.45,0,0,Canceled,29-07-2016
59678,City Hotel,1,248,2016,October,45,31,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,Non Refund,NULL,51,0,Transient-Party,106,0,0,Canceled,29-08-2016
59679,City Hotel,1,36,2016,October,45,31,1,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,95,0,0,Canceled,25-09-2016
59680,City Hotel,1,93,2016,October,45,31,1,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.3,0,2,Canceled,06-10-2016
59681,City Hotel,1,200,2016,October,45,31,1,2,2,2,0,HB,CHE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,213.6,0,0,Canceled,14-04-2016
59682,City Hotel,1,106,2016,October,45,31,1,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.23,0,2,Canceled,26-09-2016
59683,City Hotel,1,12,2016,October,45,31,1,3,2,1,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,129.25,0,2,Canceled,28-10-2016
59684,City Hotel,1,133,2016,October,45,31,1,3,3,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,122.63,0,0,Canceled,07-08-2016
59685,City Hotel,1,86,2016,October,45,31,1,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.23,0,0,Canceled,06-08-2016
59686,City Hotel,1,92,2016,October,45,31,1,3,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,106.43,0,1,Canceled,10-10-2016
59687,City Hotel,1,57,2016,October,45,31,1,4,3,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,131.58,0,1,Canceled,25-10-2016
59688,City Hotel,1,13,2016,October,45,31,1,4,1,0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,92,0,0,Canceled,28-10-2016
59689,City Hotel,1,29,2016,October,45,31,1,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,114.4,0,2,Canceled,10-10-2016
59690,City Hotel,1,212,2016,October,45,31,1,4,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,126.9,0,0,Canceled,09-04-2016
59691,City Hotel,1,69,2016,October,45,31,1,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79.38,0,2,Canceled,06-09-2016
59692,City Hotel,1,62,2016,October,45,31,1,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,106.2,0,0,Canceled,31-08-2016
59693,City Hotel,1,72,2016,October,45,31,2,5,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,126.64,0,0,Canceled,20-08-2016
59694,City Hotel,1,65,2016,November,45,1,0,1,1,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79.2,0,4,Canceled,23-10-2016
59695,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59696,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59697,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59698,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59699,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59700,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59701,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59702,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59703,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59704,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59705,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59706,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59707,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59708,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59709,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59710,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59711,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59712,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59713,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59714,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59715,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59716,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59717,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59718,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59719,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59720,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59721,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59722,City Hotel,1,166,2016,November,45,1,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,Non Refund,236,NULL,0,Transient,130,0,0,Canceled,13-07-2016
59723,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59724,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59725,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59726,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59727,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59728,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59729,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59730,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59731,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59732,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59733,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59734,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59735,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59736,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59737,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59738,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59739,City Hotel,1,166,2016,November,45,1,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,Non Refund,236,NULL,0,Transient,130,0,0,Canceled,13-07-2016
59740,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59741,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59742,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59743,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59744,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59745,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59746,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59747,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59748,City Hotel,1,43,2016,November,45,1,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,104.4,0,1,Canceled,16-10-2016
59749,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59750,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59751,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59752,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59753,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59754,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59755,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59756,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59757,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59758,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59759,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59760,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59761,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59762,City Hotel,1,19,2016,November,45,1,0,2,1,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,112,0,0,Canceled,14-10-2016
59763,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59764,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59765,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59766,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59767,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59768,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59769,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59770,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59771,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59772,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59773,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59774,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59775,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59776,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59777,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59778,City Hotel,1,43,2016,November,45,1,0,3,3,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,194.3,0,2,Canceled,11-10-2016
59779,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59780,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59781,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59782,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59783,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59784,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,13-07-2016
59785,City Hotel,1,166,2016,November,45,1,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,Non Refund,236,NULL,0,Transient,130,0,0,Canceled,13-07-2016
59786,City Hotel,1,24,2016,November,45,1,0,4,2,2,0,BB,SWE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,161.5,0,0,Canceled,08-10-2016
59787,City Hotel,1,10,2016,November,45,1,0,4,2,0,0,SC,COL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,102,0,0,Canceled,23-10-2016
59788,City Hotel,1,12,2016,November,45,1,0,4,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85,0,0,Canceled,20-10-2016
